model,trainset_size,trainset_num,agg,strict,ent_type,partial,exact
xlm-roberta-base,338,4,max,0.2990654205607477,0.5755041810132808,0.5789473684210525,0.39153959665518934
xlm-roberta-base,338,4,simple,0.13395187010727747,0.413453174833285,0.35894462162945784,0.1635256596114816
xlm-roberta-base,338,4,first,0.270392068499324,0.626408292023434,0.598017124831005,0.35511491662911215
xlm-roberta-base,338,4,average,0.2829403606102635,0.6204345815996302,0.6019417475728155,0.3707813222376329
distilbert-base-multilingual-cased,338,4,max,0.4107717041800643,0.5522508038585209,0.6370578778135048,0.5200964630225081
distilbert-base-multilingual-cased,338,4,simple,0.18159509202453986,0.4257668711656442,0.406441717791411,0.23374233128834357
distilbert-base-multilingual-cased,338,4,first,0.4099478539911753,0.5527476935419173,0.6365824308062575,0.5190533493782591
distilbert-base-multilingual-cased,338,4,average,0.4107501002807863,0.5519454472523065,0.6373846770958684,0.5206578419574811
bert-base-german-cased-oldvocab,168,4,max,0.3909962484368487,0.5343893288870364,0.6490204251771572,0.5227177990829512
bert-base-german-cased-oldvocab,168,4,simple,0.131637519872814,0.41399046104928455,0.3866454689984102,0.17170111287758344
bert-base-german-cased-oldvocab,168,4,first,0.39357760395224367,0.5335529024289831,0.6488266776451214,0.5236722931247426
bert-base-german-cased-oldvocab,168,4,average,0.39434276206322794,0.5374376039933444,0.6505823627287853,0.5249584026622296
GottBERT_base_last,168,4,max,0.22634676324128566,0.4581258488003621,0.5065640561339972,0.32956088727931193
GottBERT_base_last,168,4,simple,0.10200364298724954,0.34608378870673956,0.3307311995836586,0.1384335154826958
GottBERT_base_last,168,4,first,0.19728434504792333,0.5167731629392971,0.5359424920127794,0.2883386581469648
GottBERT_base_last,168,4,average,0.2060050041701418,0.511259382819016,0.5350291909924938,0.3027522935779817
bert-base-german-cased,168,4,max,0.4190251572327044,0.5550314465408805,0.654874213836478,0.5385220125786164
bert-base-german-cased,168,4,simple,0.14637109019131492,0.42878833890069845,0.39174005466140294,0.18220467658669906
bert-base-german-cased,168,4,first,0.4172549019607843,0.5513725490196079,0.6556862745098039,0.5396078431372549
bert-base-german-cased,168,4,average,0.420267085624509,0.5553809897879025,0.6555380989787903,0.5396700706991359
distilbert-base-multilingual-cased,168,4,max,0.3844262295081967,0.5418032786885246,0.6192622950819673,0.4950819672131148
distilbert-base-multilingual-cased,168,4,simple,0.18175979447655746,0.424534360950546,0.415863840719332,0.24277456647398843
distilbert-base-multilingual-cased,168,4,first,0.3775427176566314,0.5353946297803092,0.6159479251423923,0.4914564686737185
distilbert-base-multilingual-cased,168,4,average,0.3842687423187218,0.5399426464563702,0.6206472757066775,0.49733715690290875
bert-base-german-europeana-cased,168,4,max,0.4021613276727132,0.5519104592821305,0.6341181011192589,0.5140872250096488
bert-base-german-europeana-cased,168,4,simple,0.13006207508128878,0.42802246526751403,0.3783624002364765,0.1744014188590009
bert-base-german-europeana-cased,168,4,first,0.40615384615384614,0.5561538461538462,0.6353846153846153,0.5153846153846154
bert-base-german-europeana-cased,168,4,average,0.40277242972660765,0.5514054678475163,0.6357335386984982,0.515979976896419
xlm-roberta-base,168,4,max,0.23398890569843672,0.4901664145234493,0.5325264750378216,0.33182047402924864
xlm-roberta-base,168,4,simple,0.1206581352833638,0.36745886654478976,0.362279098110908,0.1663619744058501
xlm-roberta-base,168,4,first,0.21675774134790526,0.5382513661202185,0.5614754098360657,0.3051001821493625
xlm-roberta-base,168,4,average,0.22632575757575757,0.5255681818181818,0.5525568181818182,0.3181818181818182
bert-base-german-cased,698,5,max,0.45770717045942466,0.6517818806354658,0.6646629454701589,0.5349935594675826
bert-base-german-cased,698,5,simple,0.1588235294117647,0.4980392156862746,0.3967320261437909,0.1869281045751634
bert-base-german-cased,698,5,first,0.4552845528455284,0.6495507060333762,0.6615318784766795,0.532306375695336
bert-base-german-cased,698,5,average,0.4585659081150709,0.6526406182911122,0.6655216831258052,0.5358522971232289
distilbert-base-multilingual-cased,698,5,max,0.44993383325981473,0.6475518306131451,0.6568151742390824,0.5231583590648433
distilbert-base-multilingual-cased,698,5,simple,0.2129120879120879,0.5034340659340659,0.434065934065934,0.25
distilbert-base-multilingual-cased,698,5,first,0.4502202643171806,0.6440528634361233,0.6572687224669604,0.5233480176211454
distilbert-base-multilingual-cased,698,5,average,0.4485651214128035,0.6481236203090507,0.6556291390728477,0.5209713024282561
bert-base-german-europeana-cased,698,5,max,0.4553609568560444,0.6407518154634771,0.6646732165741137,0.5339598462195642
bert-base-german-europeana-cased,698,5,simple,0.15489306545690215,0.48801036941023984,0.39209332469215813,0.17887232663642252
bert-base-german-europeana-cased,698,5,first,0.4570212765957447,0.6399999999999999,0.6651063829787234,0.5361702127659574
bert-base-german-europeana-cased,698,5,average,0.45497225778915923,0.6402048655569783,0.6628254374733249,0.5317968416559966
GottBERT_base_last,698,5,max,0.3336933045356371,0.6079913606911447,0.5966522678185746,0.4265658747300216
GottBERT_base_last,698,5,simple,0.15271094000641644,0.4831568816169395,0.38979788257940323,0.17709335899903755
GottBERT_base_last,698,5,first,0.3040991420400382,0.6930409914204004,0.6258341277407053,0.3841754051477598
GottBERT_base_last,698,5,average,0.31117676021664203,0.6804529788281635,0.6262924667651403,0.39684884293451506
bert-base-german-cased-oldvocab,698,5,max,0.44325290437890974,0.6443252904378909,0.6487935656836461,0.5111706881143878
bert-base-german-cased-oldvocab,698,5,simple,0.15332428765264586,0.4905020352781547,0.39043419267299867,0.17774762550881953
bert-base-german-cased-oldvocab,698,5,first,0.44375000000000003,0.6437499999999999,0.6504464285714285,0.5133928571428572
bert-base-german-cased-oldvocab,698,5,average,0.439589835042354,0.6393223361569327,0.6504681230494872,0.5135978600089167
xlm-roberta-base,698,5,max,0.33970276008492567,0.6634819532908705,0.5987261146496815,0.39384288747346075
xlm-roberta-base,698,5,simple,0.16376531270148292,0.4912959381044488,0.38781431334622823,0.1889103803997421
xlm-roberta-base,698,5,first,0.3132648066568771,0.7205090553108174,0.6138032305433188,0.35927557513460595
xlm-roberta-base,698,5,average,0.3160518444666002,0.715852442671984,0.6161515453639083,0.3698903290129612
bert-base-german-cased-oldvocab,338,5,max,0.3960138648180242,0.5805892547660312,0.6187175043327556,0.4852686308492201
bert-base-german-cased-oldvocab,338,5,simple,0.13163897034864777,0.44379276637341153,0.36656891495601174,0.1603128054740958
bert-base-german-cased-oldvocab,338,5,first,0.39516824849007764,0.5823986194995686,0.6173425366695426,0.48144952545297665
bert-base-german-cased-oldvocab,338,5,average,0.3956709956709956,0.580952380952381,0.6199134199134199,0.4857142857142857
bert-base-german-europeana-cased,338,5,max,0.42061164641809806,0.6175115207373272,0.6392961876832844,0.501885211562631
bert-base-german-europeana-cased,338,5,simple,0.1461216607660122,0.47376890891535245,0.38686836176375927,0.1757322175732218
bert-base-german-europeana-cased,338,5,first,0.4177852348993289,0.6174496644295302,0.6405201342281879,0.5025167785234899
bert-base-german-europeana-cased,338,5,average,0.4207879295892707,0.6177703269069573,0.6399832355406538,0.5029337803855826
xlm-roberta-base,338,5,max,0.2818229439497119,0.5699319015191199,0.5777894185437401,0.38030382399161855
xlm-roberta-base,338,5,simple,0.14085404716379862,0.4289356277884002,0.3744423199490121,0.17845761631612492
xlm-roberta-base,338,5,first,0.26551226551226553,0.6281866281866281,0.595959595959596,0.3511303511303511
xlm-roberta-base,338,5,average,0.2662721893491124,0.616370808678501,0.5951676528599606,0.35897435897435886
distilbert-base-multilingual-cased,338,5,max,0.40017436791630345,0.5928509154315605,0.6364428945074107,0.49869224062772455
distilbert-base-multilingual-cased,338,5,simple,0.1857480580884836,0.4626815265113138,0.4181019925700777,0.23235393448159408
distilbert-base-multilingual-cased,338,5,first,0.3977518374405534,0.5897103329009944,0.6329442282749677,0.49632511889321224
distilbert-base-multilingual-cased,338,5,average,0.40069534984789223,0.5919165580182529,0.6358105171664493,0.4989135158626684
GottBERT_base_last,338,5,max,0.19683834778174403,0.45385007649158593,0.4905660377358491,0.28352881183069856
GottBERT_base_last,338,5,simple,0.12640801001251567,0.36921151439299127,0.36576971214017523,0.1595744680851064
GottBERT_base_last,338,5,first,0.17623136014460009,0.5115228197017624,0.5318572074107546,0.26299141436963397
GottBERT_base_last,338,5,average,0.19125420470927437,0.4949543488707352,0.5112926477654973,0.27294569918308503
bert-base-german-cased,338,5,max,0.41396933560477,0.6039182282793868,0.6456558773424191,0.5127768313458263
bert-base-german-cased,338,5,simple,0.14397905759162305,0.47120418848167545,0.39136125654450266,0.1799738219895288
bert-base-german-cased,338,5,first,0.4174798472634705,0.6084005091217649,0.6470089096308868,0.5142129826050064
bert-base-german-cased,338,5,average,0.41805023414218817,0.6087696892294593,0.6483610046828437,0.5159642401021711
distilbert-base-multilingual-cased,168,5,max,0.28700906344410876,0.5065458207452166,0.5362537764350453,0.3806646525679758
distilbert-base-multilingual-cased,168,5,simple,0.14025131738954194,0.4142683421159303,0.38305634373733277,0.18970409404134575
distilbert-base-multilingual-cased,168,5,first,0.27906976744186046,0.4994944388270981,0.5303336703741154,0.37209302325581395
distilbert-base-multilingual-cased,168,5,average,0.287292817679558,0.5012556504269212,0.5389251632345554,0.3857358111501758
bert-base-german-cased,168,5,max,0.3793831854668356,0.574566962399662,0.6286438529784537,0.48500211237853824
bert-base-german-cased,168,5,simple,0.13926119646943447,0.4439359267734554,0.3906505393919582,0.1771820856489049
bert-base-german-cased,168,5,first,0.3750523231477606,0.5676015069066556,0.6274591879447468,0.4847216408539138
bert-base-german-cased,168,5,average,0.37842393594605983,0.5747998314369996,0.630425621576064,0.4863042562157606
xlm-roberta-base,168,5,max,0.24905303030303028,0.5293560606060606,0.5506628787878788,0.3465909090909091
xlm-roberta-base,168,5,simple,0.12333804809052333,0.37001414427157003,0.34851485148514855,0.16633663366336635
xlm-roberta-base,168,5,first,0.22557038312526906,0.5475678002582867,0.550581145071029,0.311665949203616
xlm-roberta-base,168,5,average,0.2406489409643984,0.5561063542136099,0.5583596214511041,0.330779630464173
bert-base-german-europeana-cased,168,5,max,0.38957915831663326,0.5739478957915831,0.6192384769539079,0.48416833667334663
bert-base-german-europeana-cased,168,5,simple,0.14641842852634898,0.4506153360681603,0.39097507100031553,0.18744083307036918
bert-base-german-europeana-cased,168,5,first,0.38673591689972037,0.5705153815421494,0.6164602477027568,0.48102277267279264
bert-base-german-europeana-cased,168,5,average,0.39038076152304607,0.5731462925851704,0.6192384769539079,0.48416833667334663
GottBERT_base_last,168,5,max,0.24657534246575344,0.5019178082191781,0.5326027397260275,0.3572602739726028
GottBERT_base_last,168,5,simple,0.13730743469524445,0.420629604822505,0.3924983255190891,0.1855324849296718
GottBERT_base_last,168,5,first,0.22735849056603774,0.569811320754717,0.5693396226415095,0.32358490566037734
GottBERT_base_last,168,5,average,0.23871614844533598,0.559679037111334,0.5656970912738215,0.3420260782347041
bert-base-german-cased-oldvocab,168,5,max,0.3668639053254438,0.5536770921386305,0.6018596787827557,0.4640743871513102
bert-base-german-cased-oldvocab,168,5,simple,0.12689210950080515,0.42576489533011275,0.3652173913043478,0.15780998389694043
bert-base-german-cased-oldvocab,168,5,first,0.36249476768522393,0.5508580996232733,0.5977396400167433,0.4562578484721641
bert-base-german-cased-oldvocab,168,5,average,0.364403205398566,0.5499789118515395,0.6031210459721636,0.46562631800927884
